"Company","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","Country_id"
"RVSN USSR","1977-05-25","2022-08-15 11:00:00","Cosmos-3M (11K65M)","Cosmos 911","1","0","2","14"
"RVSN USSR","1977-05-26","2022-08-15 07:00:00","Soyuz U","Cosmos 912","1","0","2","14"
"General Dynamics","1977-05-26","2022-08-15 21:47:00","Atlas-SLV3D Centaur-D1AR","Intelsat 4A F4","1","0","2","3"
"RVSN USSR","1977-05-30","2022-08-15 22:30:00","Cosmos-3M (11K65M)","Cosmos 913","1","0","2","14"
"RVSN USSR","1977-05-31","2022-08-15 07:30:00","Soyuz U","Cosmos 914","1","0","2","21"
"RVSN USSR","1977-06-08","2022-08-15 14:00:00","Soyuz U","Cosmos 915","1","0","2","14"
"RVSN USSR","1977-06-10","2022-08-15 08:00:00","Soyuz U","Cosmos 916","1","0","2","14"
"RVSN USSR","1977-06-16","2022-08-15 01:58:00","Molniya-M /Block 2BL","Cosmos 917","1","0","2","14"
"RVSN USSR","1977-06-17","2022-08-15 03:30:00","Cosmos-3M (11K65M)","Signe 3","1","0","2","14"
"RVSN USSR","1977-06-17","2022-08-15 07:23:00","Tsyklon-2","Cosmos 918","1","0","2","21"
"RVSN USSR","1977-06-18","2022-08-15 10:30:00","Cosmos-2I (63SM)","Cosmos 919","1","0","2","14"
"RVSN USSR","1977-06-22","2022-08-15 08:00:00","Soyuz U","Cosmos 920","1","0","2","21"
"General Dynamics","1977-06-23","2022-08-15 09:16:00","Atlas-E/F SGS-1","NTS-2","1","0","2","3"
"RVSN USSR","1977-06-24","2022-08-15 05:41:00","Molniya-M /Block ML","Molniya-1 n†­69","1","0","2","21"
"RVSN USSR","1977-06-24","2022-08-15 10:30:00","Tsyklon-3","Cosmos 921","1","0","2","14"
"Martin Marietta","1977-06-27","2022-08-15 18:30:00","Titan IIID","KH-9","1","0","2","3"
"RVSN USSR","1977-06-29","2022-08-15 18:34:00","Vostok-2M","Meteor-Priroda n†­2","1","0","2","21"
"RVSN USSR","1977-06-30","2022-08-15 14:00:00","Soyuz U","Cosmos 922","1","0","2","14"
"RVSN USSR","1977-07-01","2022-08-15 11:52:00","Cosmos-3M (11K65M)","Cosmos 923","1","0","2","14"
"RVSN USSR","1977-07-04","2022-08-15 22:20:00","Cosmos-3M (11K65M)","Cosmos 924","1","0","2","14"
"RVSN USSR","1977-07-07","2022-08-15 07:25:00","Vostok-2M","Cosmos 925","1","0","2","14"
"RVSN USSR","1977-07-08","2022-08-15 17:30:00","Cosmos-3M (11K65M)","Cosmos 926","1","0","2","14"
"RVSN USSR","1977-07-12","2022-08-15 09:00:00","Soyuz U","Cosmos 927","1","0","2","14"
"RVSN USSR","1977-07-13","2022-08-15 05:02:00","Cosmos-3M (11K65M)","Cosmos 928","1","0","2","14"
"RVSN USSR","1977-07-19","2022-08-15 08:40:00","Cosmos-3M (11K65M)","Cosmos 930","1","0","2","14"
"RVSN USSR","1977-07-20","2022-08-15 04:44:00","Molniya-M /Block 2BL","Cosmos 931","1","0","2","14"
"RVSN USSR","1977-07-20","2022-08-15 07:35:00","Soyuz U","Cosmos 932","1","0","2","21"
"RVSN USSR","1977-07-22","2022-08-15 10:00:00","Cosmos-3M (11K65M)","Cosmos 933","1","0","2","14"
"RVSN USSR","1977-07-27","2022-08-15 18:07:00","Soyuz U","Cosmos 934","1","0","2","14"
"RVSN USSR","1977-07-29","2022-08-15 08:00:00","Soyuz U","Cosmos 935","1","0","2","14"
"RVSN USSR","1977-08-03","2022-08-15 14:01:00","Soyuz U","Cosmos 936","1","0","2","14"
"RVSN USSR","1977-08-10","2022-08-15 10:40:00","Soyuz U","Zenit-4MKM n†­399","1","0","4","21"
"General Dynamics","1977-08-12","2022-08-15 06:29:00","Atlas-SLV3D Centaur-D1AR","HEAO-1","1","0","2","3"
"Martin Marietta","1977-08-20","2022-08-15 14:29:00","Titan IIIE","Voyager 2","1","0","2","3"
"RVSN USSR","1977-08-24","2022-08-15 07:07:00","Tsyklon-2","Cosmos 937","1","0","2","21"
"RVSN USSR","1977-08-24","2022-08-15 14:29:00","Soyuz U","Cosmos 938","1","0","2","14"
"RVSN USSR","1977-08-24","2022-08-15 18:20:00","Cosmos-3M (11K65M)","Cosmos 939 to 946","1","0","2","14"
"RVSN USSR","1977-08-27","2022-08-15 10:09:00","Soyuz U","Cosmos 947","1","0","2","14"
"RVSN USSR","1977-08-30","2022-08-15 18:06:00","Molniya-M /Block ML","Molniya-1 n†­70","1","0","2","14"
"RVSN USSR","1977-09-02","2022-08-15 09:00:00","Soyuz U","Cosmos 948","1","0","2","14"
"Martin Marietta","1977-09-05","2022-08-15 12:56:00","Titan IIIE","Voyager 1","1","0","2","3"
"RVSN USSR","1977-09-06","2022-08-15 17:30:00","Soyuz U","Cosmos 949","1","0","2","14"
"RVSN USSR","1977-09-13","2022-08-15 15:10:00","Soyuz U","Cosmos 950","1","0","2","14"
"RVSN USSR","1977-09-13","2022-08-15 19:59:00","Cosmos-3M (11K65M)","Cosmos 951","1","0","2","14"
"CASC","1977-09-14","2022-08-15 00:15:00","Feng Bao 1","DDDS 1","1","0","2","12"
"RVSN USSR","1977-09-16","2022-08-15 14:25:00","Tsyklon-2","Cosmos 952","1","0","2","21"
"RVSN USSR","1977-09-16","2022-08-15 14:30:00","Soyuz U","Cosmos 953","1","0","2","14"
"RVSN USSR","1977-09-18","2022-08-15 13:48:00","Tsyklon-2","Cosmos 954","1","0","2","21"
"RVSN USSR","1977-09-20","2022-08-15 01:00:00","Vostok-2M","Cosmos 955","1","0","2","14"
"RVSN USSR","1977-09-22","2022-08-15 00:00:00","Molniya-M /Block SO-L","Prognoz n†­6","1","0","2","21"
"US Air Force","1977-09-23","2022-08-15 18:34:00","Titan III(24)B","OPS 7471","1","0","2","3"
"RVSN USSR","1977-09-24","2022-08-15 10:15:00","Tsyklon-3","Cosmos 956","1","0","2","14"
"RVSN USSR","1977-09-24","2022-08-15 00:00:00","Cosmos-3M (11K65M)","Intercosmos-17","1","0","2","14"
"General Dynamics","1977-09-30","2022-08-15 01:02:00","Atlas-SLV3D Centaur-D1AR","Intelsat 4A F5","1","0","4","3"
"RVSN USSR","1977-09-30","2022-08-15 09:46:00","Soyuz U","Cosmos 957","1","0","2","21"
"RVSN USSR","1977-10-09","2022-08-15 02:40:00","Soyuz U","Soyuz 25","1","0","2","21"
"RVSN USSR","1977-10-11","2022-08-15 15:14:00","Soyuz U","Cosmos 958","1","0","2","14"
"RVSN USSR","1977-10-21","2022-08-15 10:05:00","Cosmos-3M (11K65M)","Cosmos 959","1","0","2","14"
"RVSN USSR","1977-10-25","2022-08-15 05:25:00","Cosmos-3M (11K65M)","Cosmos 960","1","0","2","14"
"RVSN USSR","1977-10-26","2022-08-15 05:14:00","Tsyklon-2","Cosmos 961","1","0","2","21"
"RVSN USSR","1977-10-28","2022-08-15 01:37:00","Molniya-M /Block ML","Molniya-3 n†­71","1","0","2","14"
"RVSN USSR","1977-10-28","2022-08-15 16:00:00","Cosmos-3M (11K65M)","Cosmos 962","1","0","2","14"
"RVSN USSR","1977-11-24","2022-08-15 14:30:00","Cosmos-3M (11K65M)","Cosmos 963","1","0","2","14"
"RVSN USSR","1977-11-29","2022-08-15 07:05:00","Cosmos-3M (11K65M)","Tsikada n†­3","1","0","4","14"
"RVSN USSR","1977-12-04","2022-08-15 12:00:00","Soyuz U","Cosmos 964","1","0","2","14"
"RVSN USSR","1977-12-08","2022-08-15 11:00:00","Cosmos-3M (11K65M)","Cosmos 965","1","0","2","14"
"General Dynamics","1977-12-08","2022-08-15 17:45:00","Atlas-E/F MSD","NOSS-2","1","0","2","3"
"RVSN USSR","1977-12-10","2022-08-15 01:18:00","Soyuz U","Soyuz 26","1","0","2","21"
"General Dynamics","1977-12-11","2022-08-15 22:45:00","Atlas-SLV3A Agena-D","OPS-4258 (Aquacade-3)","1","0","2","3"
"RVSN USSR","1977-12-12","2022-08-15 09:40:00","Soyuz U","Cosmos 966","1","0","2","21"
"RVSN USSR","1977-12-13","2022-08-15 15:53:00","Cosmos-3M (11K65M)","Cosmos 967","1","0","2","14"
"RVSN USSR","1977-12-14","2022-08-15 09:30:00","Vostok-2M","Meteor-2 n†­3","1","0","2","14"
"RVSN USSR","1977-12-16","2022-08-15 04:25:00","Cosmos-3M (11K65M)","Cosmos 968","1","0","2","14"
"RVSN USSR","1977-12-20","2022-08-15 15:50:00","Soyuz U","Cosmos 969","1","0","2","14"
"RVSN USSR","1977-12-21","2022-08-15 10:35:00","Tsyklon-2","Cosmos 970","1","0","2","21"
"RVSN USSR","1977-12-23","2022-08-15 16:24:00","Cosmos-3M (11K65M)","Cosmos 971","1","0","2","14"
"RVSN USSR","1977-12-27","2022-08-15 08:00:00","Tsyklon-3","Cosmos 972","1","0","2","14"
"RVSN USSR","1977-12-27","2022-08-15 09:20:00","Soyuz U","Cosmos 973","1","0","2","21"
"RVSN USSR","1978-01-06","2022-08-15 15:50:00","Soyuz U","Cosmos 974","1","0","2","14"
"General Dynamics","1978-01-07","2022-08-15 00:15:00","Atlas-SLV3D Centaur-D1AR","Intelsat 4A F3","1","0","2","3"
"RVSN USSR","1978-01-10","2022-08-15 13:23:00","Vostok-2M","Cosmos 975","1","0","2","14"
"RVSN USSR","1978-01-10","2022-08-15 20:51:00","Cosmos-3M (11K65M)","Cosmos 976 to 983","1","0","2","14"
"RVSN USSR","1978-01-13","2022-08-15 15:15:00","Soyuz U","Cosmos 984","1","0","2","14"
"RVSN USSR","1978-01-17","2022-08-15 03:26:00","Cosmos-3M (11K65M)","Cosmos 985","1","0","2","14"
"RVSN USSR","1978-01-24","2022-08-15 06:51:00","Molniya-M /Block ML","Molniya-3 n†­72","1","0","2","14"
"RVSN USSR","1978-01-24","2022-08-15 09:50:00","Soyuz U","Cosmos 986","1","0","2","21"
"CASC","1978-01-26","2022-08-15 04:58:00","Long March 2","FSW-0 No.3","1","0","2","12"
"RVSN USSR","1978-01-31","2022-08-15 14:50:00","Soyuz U","Cosmos 987","1","0","2","14"
"ISAS","1978-02-04","2022-08-15 07:00:00","Mu-III H","Kyokko","1","0","2","18"
"RVSN USSR","1978-02-08","2022-08-15 12:15:00","Soyuz U","Cosmos 988","1","0","2","14"
"General Dynamics","1978-02-09","2022-08-15 21:17:00","Atlas-SLV3D Centaur-D1AR","FLTSATCOM-1","1","0","2","3"
"RVSN USSR","1978-02-14","2022-08-15 09:30:00","Soyuz U","Cosmos 989","1","0","2","21"
"MHI","1978-02-16","2022-08-15 04:00:00","N-I","Ume 2","1","0","2","18"
"RVSN USSR","1978-02-17","2022-08-15 16:33:00","Cosmos-3M (11K65M)","Cosmos 990","1","0","2","14"
"General Dynamics","1978-02-22","2022-08-15 23:44:00","Atlas-E/F SGS-1","GPS-1","1","0","2","3"
"Martin Marietta","1978-02-25","2022-08-15 05:00:00","Titan III(34)B Agena-D","Jumpseat 5","1","0","2","3"
"RVSN USSR","1978-02-28","2022-08-15 06:43:00","Cosmos-3M (11K65M)","Cosmos 991","1","0","2","14"
"RVSN USSR","1978-03-02","2022-08-15 22:07:00","Molniya-M /Block ML","Molniya-1 n†­73","1","0","2","14"
"RVSN USSR","1978-03-04","2022-08-15 07:40:00","Soyuz U","Cosmos 992","1","0","2","21"
"RVSN USSR","1978-03-10","2022-08-15 10:42:00","Soyuz U","Cosmos 993","1","0","2","14"
"RVSN USSR","1978-03-15","2022-08-15 15:57:00","Cosmos-3M (11K65M)","Cosmos 994","1","0","2","14"
"Martin Marietta","1978-03-16","2022-08-15 18:43:00","Titan IIID","KH-9 & SSF-D-2","1","0","2","3"
"RVSN USSR","1978-03-17","2022-08-15 10:50:00","Soyuz U","Cosmos 995","1","0","2","14"
"Martin Marietta","1978-03-25","2022-08-15 18:09:00","Titan III(23)C","DSCS-II 9&10","1","0","4","3"
"RVSN USSR","1978-03-28","2022-08-15 01:30:00","Cosmos-3M (11K65M)","Cosmos 996","1","0","2","14"
"RVSN USSR","1978-03-30","2022-08-15 07:50:00","Soyuz U","Cosmos 999","1","0","2","21"
"RVSN USSR","1978-03-31","2022-08-15 14:01:00","Cosmos-3M (11K65M)","Cosmos 1000","1","0","2","14"
"General Dynamics","1978-03-31","2022-08-15 23:36:00","Atlas-SLV3D Centaur-D1AR","Intelsat 4A F6","1","0","2","3"
"RVSN USSR","1978-04-06","2022-08-15 09:10:00","Soyuz U","Cosmos 1002","1","0","2","21"
"General Dynamics","1978-04-07","2022-08-15 00:45:00","Atlas-SLV3A Agena-D","OPS-8790 (Aquacade-4)","1","0","2","3"
"CASC","1978-04-15","2022-08-15 16:39:00","Feng Bao 1","DDDS 2","1","0","2","12"
"RVSN USSR","1978-04-20","2022-08-15 15:30:00","Soyuz U","Cosmos 1003","1","0","2","14"
"RVSN USSR","1978-05-05","2022-08-15 15:30:00","Soyuz U","Cosmos 1004","1","0","2","14"
"RVSN USSR","1978-05-12","2022-08-15 04:07:00","Vostok-2M","Cosmos 1005","1","0","2","14"
"RVSN USSR","1978-05-12","2022-08-15 11:00:00","Cosmos-3M (11K65M)","Cosmos 1006","1","0","2","14"
"General Dynamics","1978-05-13","2022-08-15 10:34:00","Atlas-E/F SGS-1","GPS-2","1","0","2","3"
"RVSN USSR","1978-05-16","2022-08-15 10:40:00","Soyuz U","Cosmos 1007","1","0","2","14"
"RVSN USSR","1978-05-17","2022-08-15 14:39:00","Cosmos-3M (11K65M)","Cosmos 1008","1","0","2","14"
"RVSN USSR","1978-05-19","2022-08-15 00:21:00","Tsyklon-2","Cosmos 1009","1","0","2","21"
"General Dynamics","1978-05-20","2022-08-15 13:13:00","Atlas-SLV3D Centaur-D1AR","Pioneer Venus Orbiter","1","0","2","3"
"RVSN USSR","1978-05-23","2022-08-15 07:30:00","Soyuz U","Cosmos 1010","1","0","2","14"
"RVSN USSR","1978-05-23","2022-08-15 16:57:00","Cosmos-3M (11K65M)","Cosmos 1011","1","0","2","14"
"RVSN USSR","1978-06-02","2022-08-15 12:12:00","Molniya-M /Block ML","Molniya-1 n†­74","1","0","2","14"
"RVSN USSR","1978-06-07","2022-08-15 22:00:00","Cosmos-3M (11K65M)","Cosmos 1013 to 1020","1","0","2","14"
"RVSN USSR","1978-06-10","2022-08-15 08:35:00","Soyuz U","Cosmos 1021","1","0","2","21"
"Martin Marietta","1978-06-10","2022-08-15 19:08:00","Titan III(23)C","OPS-9454 (vortex)","1","0","2","3"
"RVSN USSR","1978-06-12","2022-08-15 10:30:00","Soyuz U","Cosmos 1022","1","0","2","14"
"Martin Marietta","1978-06-14","2022-08-15 18:28:00","Titan IIID","KH-11","1","0","2","3"
"RVSN USSR","1978-06-21","2022-08-15 09:27:00","Cosmos-3M (11K65M)","Cosmos 1023","1","0","2","14"
"General Dynamics","1978-06-27","2022-08-15 01:12:00","Atlas-E/F Agena D","Seasat","1","0","2","3"
"RVSN USSR","1978-06-28","2022-08-15 02:58:00","Molniya-M /Block 2BL","Cosmos 1024","1","0","2","14"
"RVSN USSR","1978-06-28","2022-08-15 17:35:00","Tsyklon-3","Cosmos 1025","1","0","2","14"
"General Dynamics","1978-06-29","2022-08-15 22:24:00","Atlas-SLV3D Centaur-D1AR","Comstar D3","1","0","2","3"
"RVSN USSR","1978-07-14","2022-08-15 15:00:00","Molniya-M /Block ML","Molniya-1 n†­75","1","0","2","14"
"RVSN USSR","1978-07-27","2022-08-15 04:49:00","Cosmos-3M (11K65M)","Cosmos 1027","1","0","2","14"
"RVSN USSR","1978-08-05","2022-08-15 15:00:00","Soyuz U","Cosmos 1028","1","0","2","14"
"Martin Marietta","1978-08-05","2022-08-15 00:00:00","Titan III(34)B Agena-D","Quasar 3","1","0","2","3"
"General Dynamics","1978-08-08","2022-08-15 07:33:00","Atlas-SLV3D Centaur-D1AR","Pioneer Venus Multiprobe","1","0","2","3"
"RVSN USSR","1978-08-22","2022-08-15 23:47:00","Molniya-M /Block ML","Molniya-1 n†­76","1","0","2","14"
"RVSN USSR","1978-08-29","2022-08-15 15:00:00","Soyuz U","Cosmos 1029","1","0","2","14"
"RVSN USSR","1978-09-06","2022-08-15 03:04:00","Molniya-M /Block 2BL","Cosmos 1030","1","0","2","14"
"RVSN USSR","1978-09-09","2022-08-15 15:00:00","Soyuz U","Cosmos 1031","1","0","2","14"
"ISAS","1978-09-16","2022-08-15 05:00:00","Mu-III H","Jikiken","1","0","2","18"
"RVSN USSR","1978-09-19","2022-08-15 08:05:00","Soyuz U","Cosmos 1032","1","0","2","14"
"RVSN USSR","1978-10-03","2022-08-15 11:00:00","Soyuz U","Cosmos 1033","1","0","2","14"
"RVSN USSR","1978-10-04","2022-08-15 03:49:00","Cosmos-3M (11K65M)","Cosmos 1034 to 1041","1","0","2","14"
"RVSN USSR","1978-10-06","2022-08-15 15:30:00","Soyuz U","Cosmos 1042","1","0","2","14"
"General Dynamics","1978-10-07","2022-08-15 00:28:00","Atlas-E/F SGS-1","GPS-3","1","0","2","3"
"RVSN USSR","1978-10-10","2022-08-15 19:44:00","Vostok-2M","Cosmos 1043","1","0","2","14"
"RVSN USSR","1978-10-13","2022-08-15 05:19:00","Molniya-M /Block ML","Molniya-3 n†­77","1","0","2","14"
"General Dynamics","1978-10-13","2022-08-15 11:23:00","Atlas-E/F Star-37S-ISS","Tiros-N","1","0","2","3"
"RVSN USSR","1978-10-17","2022-08-15 15:00:00","Soyuz U","Cosmos 1044","1","0","2","14"
"RVSN USSR","1978-10-24","2022-08-15 00:00:00","Cosmos-3M (11K65M)","Intercosmos-18 & Magion 1","1","0","2","14"
"RVSN USSR","1978-10-26","2022-08-15 07:00:00","Tsyklon-3","Cosmos 1045 & Radio 1 and 2","1","0","2","14"
"RVSN USSR","1978-10-30","2022-08-15 00:00:00","Molniya-M /Block SO-L","Prognoz n†­7","1","0","2","21"
"RVSN USSR","1978-11-01","2022-08-15 12:00:00","Soyuz U","Cosmos 1046","1","0","2","14"
"General Dynamics","1978-11-13","2022-08-15 05:24:00","Atlas-SLV3D Centaur-D1AR","HEAO-2","1","0","2","3"
"RVSN USSR","1978-11-15","2022-08-15 11:45:00","Soyuz U","Cosmos 1047","1","0","2","14"
"RVSN USSR","1978-11-16","2022-08-15 21:45:00","Cosmos-3M (11K65M)","Cosmos 1048","1","0","2","14"
"RVSN USSR","1978-11-21","2022-08-15 12:00:00","Soyuz U","Cosmos 1049","1","0","2","14"
"RVSN USSR","1978-11-28","2022-08-15 16:20:00","Soyuz U","Cosmos 1050","1","0","2","14"
"RVSN USSR","1978-12-05","2022-08-15 18:12:00","Cosmos-3M (11K65M)","Cosmos 1051 to 1058","1","0","2","14"
"RVSN USSR","1978-12-07","2022-08-15 15:30:00","Soyuz U","Cosmos 1059","1","0","2","14"
"RVSN USSR","1978-12-08","2022-08-15 09:30:00","Soyuz U","Cosmos 1060","1","0","2","21"
"General Dynamics","1978-12-11","2022-08-15 03:59:00","Atlas-E/F SGS-1","GPS-4","1","0","2","3"
"Martin Marietta","1978-12-14","2022-08-15 00:40:00","Titan III(23)C","DSCS-II 11&12","1","0","2","3"
"RVSN USSR","1978-12-14","2022-08-15 15:20:00","Soyuz U","Cosmos 1061","1","0","2","14"
"RVSN USSR","1978-12-15","2022-08-15 13:19:00","Cosmos-3M (11K65M)","Cosmos 1062","1","0","2","14"
"RVSN USSR","1978-12-19","2022-08-15 01:35:00","Vostok-2M","Cosmos 1063","1","0","2","14"
"RVSN USSR","1978-12-20","2022-08-15 20:43:00","Cosmos-3M (11K65M)","Cosmos 1064","1","0","1","14"
"RVSN USSR","1978-12-22","2022-08-15 22:00:00","Cosmos-3M (11K65M)","Cosmos 1065","1","0","2","14"
"RVSN USSR","1978-12-23","2022-08-15 00:00:00","Vostok-2M","Cosmos 1066","1","0","2","14"
"RVSN USSR","1978-12-26","2022-08-15 13:30:00","Cosmos-3M (11K65M)","Cosmos 1067","1","0","2","14"
"RVSN USSR","1978-12-26","2022-08-15 15:30:00","Soyuz U","Cosmos 1068","1","0","1","14"
"RVSN USSR","1978-12-28","2022-08-15 16:30:00","Soyuz U","Cosmos 1069","1","0","2","14"
"RVSN USSR","1979-01-16","2022-08-15 17:37:00","Cosmos-3M (11K65M)","Cosmos 1072","1","0","2","14"
"RVSN USSR","1979-01-18","2022-08-15 15:42:00","Molniya-M /Block ML","Molniya-3 n†­78","1","0","2","14"
"RVSN USSR","1979-01-25","2022-08-15 05:43:00","Vostok-2M","Meteor-Priroda n†­3","1","0","2","21"
"MHI","1979-02-06","2022-08-15 08:46:00","N-I Star-37E","Ayame 1","1","0","1","18"
"RVSN USSR","1979-02-08","2022-08-15 10:00:00","Cosmos-3M (11K65M)","Cosmos 1075","1","0","2","14"
"RVSN USSR","1979-02-12","2022-08-15 13:00:00","Tsyklon-3","Cosmos 1076","1","0","2","14"
"RVSN USSR","1979-02-13","2022-08-15 21:41:00","Vostok-2M","Cosmos 1077","1","0","2","14"
"General Dynamics","1979-02-24","2022-08-15 08:20:00","Atlas-E/F OIS","Solwind","1","0","2","3"
"RVSN USSR","1979-02-27","2022-08-15 00:00:00","Cosmos-3M (11K65M)","Intercosmos-19","1","0","2","14"
"RVSN USSR","1979-03-01","2022-08-15 18:45:00","Vostok-2M","Meteor-2 n†­5","1","0","2","14"
"RVSN USSR","1979-03-15","2022-08-15 02:58:00","Cosmos-3M (11K65M)","Cosmos 1081 to 1088","1","0","2","14"
"Martin Marietta","1979-03-16","2022-08-15 18:30:00","Titan IIID","KH-9 & SSF-D-3","1","0","2","3"
"RVSN USSR","1979-03-21","2022-08-15 04:13:00","Cosmos-3M (11K65M)","Cosmos 1089","1","0","2","14"
"RVSN USSR","1979-04-07","2022-08-15 06:20:00","Cosmos-3M (11K65M)","Cosmos 1091","1","0","2","14"
"RVSN USSR","1979-04-11","2022-08-15 21:51:00","Cosmos-3M (11K65M)","Cosmos 1092","1","0","2","14"
"RVSN USSR","1979-04-12","2022-08-15 00:28:00","Molniya-M /Block ML","Molniya-1 n†­79","1","0","2","14"
"RVSN USSR","1979-04-14","2022-08-15 05:27:00","Vostok-2M","Cosmos 1093","1","0","2","14"
"RVSN USSR","1979-04-18","2022-08-15 12:00:00","Tsyklon-2","Cosmos 1094","1","0","2","21"
"RVSN USSR","1979-04-25","2022-08-15 10:00:00","Tsyklon-2","Cosmos 1096","1","0","2","21"
"General Dynamics","1979-05-04","2022-08-15 18:57:00","Atlas-SLV3D Centaur-D1AR","FLTSATCOM-2","1","0","2","3"
"US Air Force","1979-05-28","2022-08-15 18:14:00","Titan III(24)B","OPS 7164","1","0","2","3"
"RVSN USSR","1979-05-31","2022-08-15 17:58:00","Cosmos-3M (11K65M)","Cosmos 1104","1","0","2","14"
"RVSN USSR","1979-06-05","2022-08-15 23:28:00","Molniya-M /Block ML","Molniya-3 n†­80","1","0","2","14"
"RVSN USSR","1979-06-07","2022-08-15 00:00:00","Cosmos-3M (11K65M)","Bhaskara-1","1","0","2","14"
"Martin Marietta","1979-06-10","2022-08-15 13:30:00","Titan III(23)C","DSP-8","1","0","2","3"
"General Dynamics","1979-06-27","2022-08-15 15:51:00","Atlas-E/F Star-37S-ISS","NOAA-A","1","0","2","3"
"RVSN USSR","1979-06-27","2022-08-15 18:11:00","Molniya-M /Block 2BL","Cosmos 1109","1","0","2","14"
"RVSN USSR","1979-06-28","2022-08-15 20:09:00","Cosmos-3M (11K65M)","Cosmos 1110","1","0","2","14"
"RVSN USSR","1979-07-06","2022-08-15 08:20:00","Cosmos-3M (11K65M)","Cosmos 1112","1","0","2","14"
"RVSN USSR","1979-07-11","2022-08-15 15:41:00","Cosmos-3M (11K65M)","Cosmos 1114","1","0","2","14"
"RVSN USSR","1979-07-20","2022-08-15 11:58:00","Vostok-2M","Cosmos 1116","1","0","2","14"
"CASC","1979-07-27","2022-08-15 21:28:00","Feng Bao 1","Shijian 2A","1","0","4","12"
"RVSN USSR","1979-07-31","2022-08-15 03:56:00","Molniya-M /Block ML","Molniya-1 n†­81","1","0","2","14"
"ISRO","1979-08-10","2022-08-15 02:28:00","SLV-3","Rohini Technology Payload","1","0","4","13"
"RVSN USSR","1979-08-28","2022-08-15 00:17:00","Molniya-M /Block 2BL","Cosmos 1124","1","0","2","14"
"RVSN USSR","1979-08-28","2022-08-15 00:55:00","Cosmos-3M (11K65M)","Cosmos 1125","1","0","2","14"
"General Dynamics","1979-09-20","2022-08-15 05:28:00","Atlas-SLV3D Centaur-D1AR","HEAO-3","1","0","2","3"
"RVSN USSR","1979-09-25","2022-08-15 21:00:00","Cosmos-3M (11K65M)","Cosmos 1130 to 1137","1","0","2","14"
"Martin Marietta","1979-10-01","2022-08-15 11:22:00","Titan III(23)C","OPS-1948 (Vortex)","1","0","2","3"
"RVSN USSR","1979-10-11","2022-08-15 16:36:00","Cosmos-3M (11K65M)","Cosmos 1140","1","0","2","14"
"RVSN USSR","1979-10-16","2022-08-15 12:17:00","Cosmos-3M (11K65M)","Cosmos 1141","1","0","2","14"
"RVSN USSR","1979-10-20","2022-08-15 07:03:00","Molniya-M /Block ML","Molniya-1 n†­82","1","0","2","14"
"RVSN USSR","1979-10-26","2022-08-15 18:12:00","Vostok-2M","Cosmos 1143","1","0","2","14"
"RVSN USSR","1979-10-31","2022-08-15 09:25:00","Vostok-2M","Meteor-2 n†­6","1","0","2","14"
"RVSN USSR","1979-11-01","2022-08-15 00:00:00","Cosmos-3M (11K65M)","Intercosmos 20","1","0","2","14"
"Martin Marietta","1979-11-21","2022-08-15 02:09:00","Titan III(23)C","DSCS-II 13&14","1","0","2","3"
"RVSN USSR","1979-11-27","2022-08-15 09:55:00","Vostok-2M","Cosmos 1145","1","0","2","14"
"RVSN USSR","1979-12-05","2022-08-15 09:00:00","Cosmos-3M (11K65M)","Cosmos 1146","1","0","2","14"
"ESA","1979-12-24","2022-08-15 17:14:00","Ariane 1","CAT-1","1","0","2","17"
"RVSN USSR","1980-01-11","2022-08-15 12:28:00","Molniya-M /Block ML","Molniya-1 n†­83","1","0","2","14"
"RVSN USSR","1980-01-14","2022-08-15 19:49:00","Cosmos-3M (11K65M)","Cosmos 1150","1","0","2","14"
"General Dynamics","1980-01-18","2022-08-15 01:26:00","Atlas-SLV3D Centaur-D1AR","FLTSATCOM-3","1","0","2","3"
"RVSN USSR","1980-01-23","2022-08-15 07:00:00","Tsyklon-3","Cosmos 1151","1","0","2","14"
"RVSN USSR","1980-01-25","2022-08-15 20:36:00","Cosmos-3M (11K65M)","Cosmos 1153","1","0","2","14"
